Pays,Années,HALE_femmes,HALE_hommes,HALE_WMGap
Suède,2018,71.17330467,70.90877911,0.2645255599999956
Suède,2019,71.46132855,71.32730344,0.13402511000001027
Suède,2020,70.85142707,70.58654386,0.2648832099999936
Suède,2021,71.17099204,71.03106916,0.1399228800000003
Suisse,2000,69.54125302,67.04195872,2.4992943000000025
Suisse,2001,69.84421451,67.37061825,2.4735962599999937
Suisse,2002,69.9954559,67.8134902,2.181965699999992
Suisse,2003,70.06954343,67.92871516,2.14082827
Suisse,2004,70.4938077,68.38704024,2.1067674600000004
Suisse,2005,70.68063589,68.54939669,2.13123920000001
Suisse,2006,70.74628656,68.87588148,1.8704050799999976
Suisse,2007,70.78783559,69.07320889,1.7146266999999966
Suisse,2008,70.87200613,69.31133024,1.5606758899999988
Suisse,2009,70.82395317,69.3491146,1.4748385700000028
Suisse,2010,70.91950063,69.69496652,1.2245341100000076
Suisse,2011,71.06104469,69.84432026,1.2167244299999993
Suisse,2012,71.01608762,70.01097714,1.005110479999999
